Subject,Start Date
"Year of Disaster (Rampjaar) - France, England, Germany attack Dutch Republic",10/24/1672
Marquette and Jolliet explore Mississippi River,01/06/1673
"Third Anglo-Dutch War ends, Dutch hold on",06/02/1673
Test Act in England excludes Catholics from office,10/29/1673
Maratha Empire under Shivaji proclaimed,06/06/1674
"John Milton dies, having published Paradise Lost",11/08/1674
King Philip's War - Native Americans vs New England colonists,05/28/1675
Battle of Fehrbellin - Brandenburg defeats Sweden,06/18/1675
Royal Observatory Greenwich founded by Charles II,07/04/1675
Leibniz invents calculus independently of Newton,01/09/1676
Bacon's Rebellion in Virginia against colonial government,07/09/1676
King Philip's War ends with colonial victory over Native Americans,08/12/1676
Battle of Landskrona - Denmark defeated by Sweden,01/21/1677
Spinoza's Ethics published posthumously,01/29/1677
"William III of Orange marries Mary, daughter of James II",05/12/1677
Popish Plot scare in England - anti-Catholic hysteria,05/15/1678
John Bunyan publishes Pilgrim's Progress,06/01/1678
Peace of Nijmegen ends Franco-Dutch War,08/10/1678
"Koprulu Ahmed, grand vizier, leads Ottoman campaigns",02/16/1679
Habeas Corpus Act passed in England,05/27/1679
Exclusion Crisis in England - attempts to bar Catholic James from succession,08/30/1679
"Comet observed, Halley begins study of comets",01/23/1680
"Shivaji, founder of Maratha Empire, dies",04/03/1680
Calculus developed,05/05/1680
Pueblo Revolt - Native Americans expel Spanish from New Mexico,08/10/1680
Calculus developed by Newton and Leibniz,12/05/1680
Pennsylvania colony founded by William Penn,03/04/1681
"Tangier abandoned by English, returned to Morocco",07/23/1681
Louis XIV revokes religious freedoms granted by Edict of Nantes,08/11/1681
Halley begins observations of the comet later named after him,02/08/1682
La Salle claims Louisiana territory for France,04/09/1682
Peter the Great becomes Tsar of Russia,06/17/1682
Treaty of Fontainebleau - Huguenots face new restrictions in France,06/13/1683
Siege of Vienna - Ottoman expansion halted,06/20/1683
Ottoman defeat at Vienna begins long decline of empire in Europe,07/09/1683
"Battle of Vienna - Ottoman siege fails, Habsburgs and Poles save city",09/12/1683
Edict of Fontainebleau - Louis XIV revokes Edict of Nantes,05/21/1684
Holy League forms against Ottomans after Vienna victory,07/16/1684
Newton composes Principia Mathematica's foundations,09/20/1684
James II becomes king of England,02/06/1685
"Monmouth Rebellion against James II crushed, Bloody Assizes follow",03/01/1685
"Edict of Fontainebleau revokes Edict of Nantes, Huguenots flee France",10/18/1685
League of Augsburg formed against France,07/09/1686
Newton's Principia Mathematica ready for publication,08/19/1686
Habsburgs capture Buda from Ottomans after 145 years,09/02/1686
Isaac Newton discovers laws of motion and gravity,07/10/1687
"Battle of Mohacs (Second) - Habsburgs defeat Ottomans, retake Hungary",08/12/1687
Parthenon damaged when Venetians bomb Ottoman powder store,08/21/1687
Glorious Revolution in England,07/24/1688
Glorious Revolution - William III of Orange invited to invade England,11/05/1688
War of the League of Augsburg begins against France,11/30/1688
"James II flees England, William III and Mary II become rulers",12/23/1688
Peter the Great becomes sole ruler of Russia,03/07/1689
John Locke publishes Two Treatises of Government,06/05/1689
Treaty of Nerchinsk - Russia and China agree border,09/07/1689
"English Bill of Rights enacted, limiting royal power",12/16/1689
English Bill of Rights,12/23/1689
Salem Witch Trials begin in Massachusetts,03/03/1690
Battle of the Boyne - William III defeats James II in Ireland,07/01/1690
"Battle of Szlankamen - Habsburgs defeat Ottomans, Austria gains Transylvania",08/19/1691
Treaty of Limerick ends Jacobite resistance in Ireland,10/03/1691
Wild Geese - Irish Jacobites flee to France,10/23/1691
Massacre of Glencoe - Campbells kill MacDonalds in Scotland,02/13/1692
Battle of La Hogue - English-Dutch defeat French fleet,05/19/1692
Salem Witch Trials - 20 executed in Massachusetts,06/05/1692
College of William and Mary founded in Virginia,02/22/1693
Battle of Lagos - French defeat Allied fleet,05/02/1693
"Salem Witch Trials end, convictions overturned",05/15/1693
Bank of England founded,07/27/1694
"Death of Queen Mary II, William III rules alone",10/18/1694
Mary II of England dies of smallpox,12/28/1694
"Mustafa II becomes Ottoman Sultan, attempts reforms",04/01/1695
John Locke publishes The Reasonableness of Christianity,05/02/1695
Peter the Great begins campaigns against Ottomans,11/27/1695
Augustus the Strong becomes Elector of Saxony,05/06/1696
Peter the Great captures Azov from Ottomans,07/10/1696
Window Tax introduced in England,09/08/1696
Peter the Great's Grand Embassy tours Western Europe,04/28/1697
Battle of Zenta - Eugene of Savoy defeats Ottoman army,09/11/1697
Treaty of Ryswick ends Nine Years War against France,09/20/1697
Strelsy revolt crushed by Peter the Great,02/26/1698
"Scottish Darien scheme fails, leading to Act of Union",06/02/1698
Treaty of Karlowitz - Ottomans cede Hungary to Habsburgs,11/29/1698
Treaty of Karlowitz - major Ottoman territorial losses,01/26/1699
Peter the Great reforms Russian calendar and dress,07/07/1699
"Scottish Darien colony fails, Scotland deeply in debt",09/09/1699
"Spain: Charles II dies, triggers War of Spanish Succession",11/01/1700
Great Northern War begins - Sweden vs. Russia,11/19/1700
Battle of Narva - Charles XII of Sweden defeats Peter the Great,11/20/1700
Kingdom of Prussia proclaimed by Frederick I,01/18/1701
War of Spanish Succession begins,05/07/1701
Act of Settlement ensures Protestant succession in England,06/12/1701
Battle of Cadiz fails for English,02/20/1702
"William III dies, Anne becomes queen of England",03/08/1702
Duke of Marlborough commands allied forces against France,06/29/1702
Methuen Treaty between England and Portugal on wine trade,01/12/1703
Battle of Hochstadt - Villars wins for France,01/30/1703
Peter the Great founds Saint Petersburg,06/08/1703
Gibraltar captured by British from Spain,08/04/1704
Isaac Newton publishes Opticks,08/11/1704
Battle of Blenheim - Marlborough and Eugene of Savoy defeat France,08/13/1704
Battle of Cassano - France defeats Austria in Italy,04/08/1705
Joseph I becomes Holy Roman Emperor,05/05/1705
Halley predicts return of his comet in 1758,08/21/1705
Battle of Turin - Eugene of Savoy defeats French in Italy,09/07/1706
Benjamin Franklin begins famous kite and lightning experiments,09/18/1706
Electrostatic generator invented,11/22/1706
"Aurangzeb, last great Mughal emperor, dies",03/03/1707
Battle of Almansa - French defeat British in Spain,04/25/1707
Act of Union - England and Scotland unite as Great Britain,05/01/1707
Act of Union creates Kingdom of Great Britain,12/23/1707
Battle of Oudenarde - Marlborough defeats French in Netherlands,07/11/1708
Battle of Cape Passaro - British defeat Spanish fleet,08/04/1708
Charles XII of Sweden invades Russia,11/09/1708
Bartolomeu de Gusmão demonstrates hot air balloon concept in Lisbon,08/26/1709
Battle of Malplaquet - bloodiest battle of War of Spanish Succession,09/11/1709
Battle of Poltava - Russia defeats Sweden,09/21/1709
Christopher Wren completes St Paul's Cathedral in London,01/18/1710
Battle of Pruth - Ottomans defeat Peter the Great,07/27/1710
South Sea Company established with monopoly rights,02/14/1711
Peace of Utrecht ends War of Spanish Succession supplementary terms,09/14/1711
Treaty of Szatmár ends Hungarian uprising,10/05/1711
Jean-Jacques Rousseau born in Geneva,06/28/1712
Treaty of Utrecht negotiations begin,08/24/1712
Steam engine developed,09/12/1712
Charles XII of Sweden returns from Turkey to fight enemies,10/21/1712
Frederick the Great born in Prussia,01/24/1713
Treaty of Utrecht ends War of Spanish Succession,04/11/1713
Pragmatic Sanction - Charles VI declares undivided Habsburg succession,09/07/1713
Treaty of Rastatt completes settlement of War of Spanish Succession,03/07/1714
"Queen Anne of Britain dies, George I (Hanoverian) becomes king",08/01/1714
Fahrenheit scale introduced for measuring temperature,08/04/1714
Jacobite Rising in Scotland fails to restore Stuarts,08/30/1715
"Louis XIV, the Sun King, dies after 72-year reign",09/01/1715
Treaty of Westminster - Britain and Austria ally,02/05/1716
Battle of Petrovaradin - Eugene of Savoy defeats Ottomans,08/05/1716
Jacobite Uprising crushed at Battle of Sheriffmuir,09/09/1716
Blackbeard the pirate at height of Caribbean piracy,01/28/1717
Belgrade captured by Eugene of Savoy from Ottomans,08/16/1717
"Triple Alliance of Britain, France, Netherlands",10/28/1717
New Orleans founded by French,05/21/1718
Treaty of Passarowitz - Habsburgs gain much Ottoman territory,07/21/1718
Blackbeard killed by Royal Navy off North Carolina,11/22/1718
Principality of Liechtenstein established,01/23/1719
Daniel Defoe publishes Robinson Crusoe,10/15/1719
South Sea Company preparations for investment bubble,12/19/1719
South Sea Bubble financial crisis,02/03/1720
Plague of Marseille kills half the city's population,03/06/1720
Mississippi Company bubble collapse in France,08/19/1720
Russian Empire founded,03/30/1721
Robert Walpole becomes first Prime Minister of Britain,04/04/1721
"Treaty of Nystad ends Great Northern War, Russia gains Baltic provinces",09/10/1721
Peter the Great proclaimed Emperor of Russia,10/22/1721
Safavid dynasty of Persia collapses under Afghan invasion,09/27/1722
Peter the Great starts campaign against Persia,12/11/1722
Kangxi Emperor of China dies after 61-year reign,12/20/1722
Yongzheng Emperor begins reign in China,07/10/1723
Voltaire imprisoned in the Bastille,09/01/1723
Treaty of Charlottenburg - Anglo-Prussian alliance,12/27/1723
Immanuel Kant born,04/22/1724
"Philip V of Spain abdicates briefly, then returns to throne",11/04/1724
Treaty of Constantinople - Russia and Ottoman Empire,11/22/1724
Vitus Bering begins exploration of Siberia and Alaska,01/26/1725
"Peter the Great dies, Catherine I becomes Empress of Russia",02/08/1725
Antonio Vivaldi composes The Four Seasons,04/22/1725
Cardinal Fleury becomes chief minister of France,02/24/1726
Jonathan Swift publishes Gulliver's Travels,04/01/1726
"Voltaire travels to England, influenced by English thought",06/16/1726
Isaac Newton dies,03/20/1727
George II becomes king of Britain,06/11/1727
Coffee houses spread intellectual culture across Europe,12/28/1727
Battle of Bornstaedt - minor European conflict,03/17/1728
Vitus Bering discovers Bering Strait,08/04/1728
John Gay's Beggar's Opera first performed,08/21/1728
Bach composes St Matthew Passion,02/12/1729
North and South Carolina become separate royal colonies,07/25/1729
"Treaty of Seville between Spain, Britain and France",11/09/1729
Treaty of Vienna between Austria and Spain,03/16/1730
Nadir Shah begins rise to power in Persia,06/04/1730
Caroline of Ansbach becomes influential Queen Consort of Britain,06/21/1730
"Treaty of Vienna, Austria recognizes Pragmatic Sanction",03/16/1731
Benjamin Franklin proposes lightning rod experiments,07/19/1731
Nadir Shah defeats Ottomans and Afghans in Persia,07/30/1731
Georgia colony founded by James Oglethorpe in America,02/09/1732
Nadir Shah defeats Afghans at Battle of Damghan,07/14/1732
Benjamin Franklin publishes Poor Richard's Almanack,08/18/1732
"John Kay invents flying shuttle, key to Industrial Revolution",06/23/1733
Molasses Act restricts American trade,07/08/1733
War of Polish Succession begins,07/28/1733
War of Polish Succession continues,03/09/1734
"Battle of Bitonto - Spanish defeat Austrians, gain Naples",05/25/1734
Voltaire publishes Philosophical Letters,11/15/1734
Battle of Clausen - Austrian vs French,05/03/1735
"Carolus Linnaeus publishes Systema Naturae, founding taxonomy",06/04/1735
Treaty of Vienna ends War of Polish Succession,10/03/1735
"James Watt born in Greenock, Scotland",01/19/1736
Nadir Shah becomes Shah of Persia,03/10/1736
"Euler publishes solution to Königsberg bridge problem, founding graph theory",04/12/1736
"Grand Duke of Tuscany Giovanni Gastone de Medici dies, Medici line ends",07/09/1737
Earthquake destroys Calcutta,10/11/1737
Nadir Shah extends Persian empire into India,11/05/1737
Methodist movement founded by John Wesley,06/15/1738
Treaty of Vienna - final settlement of Polish succession,11/18/1738
Daniel Bernoulli publishes Hydrodynamica,12/24/1738
"Battle of Karnal - Nadir Shah defeats Mughal Emperor, sacks Delhi",02/13/1739
War of Jenkins Ear begins between Britain and Spain,02/22/1739
Treaty of Belgrade - Ottoman regain Belgrade from Habsburgs,09/01/1739
War of Austrian Succession begins when Frederick invades Silesia,04/21/1740
Frederick the Great becomes King of Prussia,06/27/1740
War of Austrian Succession,07/04/1740
Maria Theresa becomes Empress of Austria,10/20/1740
Handel composes Messiah oratorio,02/08/1741
Battle of Mollwitz - Prussia defeats Austria,04/10/1741
"Vitus Bering explores Alaska coast, dies on return voyage",12/19/1741
"Charles VII elected Holy Roman Emperor, briefly displacing Habsburgs",02/24/1742
Battle of Chotusitz - Frederick the Great defeats Austrians,05/17/1742
Celsius creates centigrade temperature scale,06/30/1742
Battle of Dettingen - George II last British king to command in battle,06/27/1743
Treaty of Abo - Sweden cedes Finland territory to Russia,08/07/1743
Voltaire writes Mahomet,10/29/1743
Battle of Toulon - inconclusive naval battle,02/22/1744
"Frederick the Great invades Bohemia, Second Silesian War",07/22/1744
